585,139,228,205,181,179,178,196,194,198
139,588,204,317,288,243,317,332,344,341
228,204,574,318,335,321,289,318,317,313
205,317,318,594,453,418,442,466,483,480
181,288,335,453,579,494,417,474,481,478
179,243,321,418,494,568,381,444,435,431
178,317,289,442,417,381,573,453,479,476
196,332,318,466,474,444,453,585,520,516
194,344,317,483,481,435,479,520,589,582
198,341,313,480,478,431,476,516,582,589
