,0,1,2,3,4,5,6,7,8,9,10
90,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,-0.37381360706873856,-0.0,-0.0,0.0
91,1.575020760901264,-0.0,-2.635016140846858,-8.77,-0.0,-0.0,0.0,-3.4706209275208337,-7.3156187713100085,-0.0,0.0
92,0.0,-0.0,2.760939853496321,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
93,0.0,-9.34278275833779,-2.635016140846858,-0.3586235119557468,-1.5409622364235993,-0.0,0.0,0.0,-0.0,-0.0,0.0
94,0.0,-0.0,4.98103249124342,-8.77,-0.0,-0.0,0.0,0.0,-0.0,0.48608601012881536,0.0
95,0.0,-0.0,-2.635016140846858,-7.696155239998959,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
96,0.0,-0.0,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,9.05042718244161
97,0.0,-9.34278275833779,-2.635016140846858,-8.77,-9.789697594025128,-0.0,-4.213289838526741,0.0,-0.0,-0.0,0.0
98,0.0,-0.0,-2.635016140846858,-8.77,-0.0,-0.0,-8.067407044400255,0.0,-0.0,-0.0,0.0
99,-1.73484609977465,-0.0,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
100,0.0,2.3473914731988526,-2.635016140846858,-8.77,6.053912065726578,-0.0,0.0,0.0,-0.0,-0.0,0.0
101,-1.73484609977465,-0.0,-2.635016140846858,-8.77,-0.0,-0.0,0.0,-6.854507256316298,-0.0,-0.0,0.0
102,0.0,-5.842654513762033,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
103,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,5.476710767136865
104,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,5.048965289496223,0.0,0.0,-0.0,-0.0,0.0
105,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,7.969074836243031,0.0
106,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,5.048965289496223,0.0,0.0,-5.263056131108295,-0.0,0.0
107,0.0,-9.34278275833779,7.323453750650497,-8.77,-0.0,5.048965289496223,0.0,0.0,-0.0,-0.0,0.0
108,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.49285465037290166,-0.0,-2.8555114637560646,0.0,-5.263056131108295,-0.0,0.0
109,6.067815948276063,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
110,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,5.99894093008351,0.0
111,0.0,-9.34278275833779,9.592932550316448,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
112,0.0,-4.847009269675362,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-3.1836730533160367,0.0
113,0.0,-4.847009269675362,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-4.889239226082056,0.0
114,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-3.1836730533160367,0.0
115,0.0,-9.34278275833779,-2.635016140846858,-8.77,-5.10708403057885,-0.0,0.0,0.0,-0.0,8.326067862951291,0.0
116,0.0,-7.15271443025366,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
117,-7.7818245846104865,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
118,0.0,-9.34278275833779,-2.635016140846858,-8.77,-8.856436579128435,-0.0,0.0,0.9654575434072363,-0.0,-0.0,0.0
119,0.0,-9.34278275833779,-2.8614288067045512,-8.77,-0.0,-0.0,0.0,-7.104717942836771,-0.0,-0.0,0.0
120,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.6542095457062107,-0.0,-0.0,7.336471302570708
121,3.312854418962912,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.6542095457062107,-0.0,-0.0,7.336471302570708
122,4.3706292687903225,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,9.42969175706854,-0.0,7.221910134548374,0.0
123,-4.2089106240654495,-9.34278275833779,-2.635016140846858,8.533001322677357,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
124,0.0,-6.115362297561385,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
125,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-5.258600160503919,0.0,0.0,-0.0,-0.0,0.0
126,-7.7818245846104865,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,-0.0,8.001954030937142,0.0
127,0.0,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,0.0,9.83046574715673,7.494935370438082,0.0
128,0.0,-9.34278275833779,9.459456813191473,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
129,0.0,-9.34278275833779,5.824369386447971,-8.77,-0.0,-0.0,0.0,-6.776460464739191,-0.0,-0.0,0.0
130,0.0,-9.34278275833779,5.824369386447971,-8.77,-0.0,-0.0,0.0,-1.7919695902941584,-0.0,-0.0,0.0
131,-6.351833257728119,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,-2.8937315384787654,-0.0,-0.0,0.0
132,0.0,-9.34278275833779,3.1382959975100597,-8.77,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
133,-7.7818245846104865,-9.34278275833779,-2.635016140846858,-8.77,-0.0,-0.0,0.0,8.833520547952041,-0.0,-0.0,0.0
134,0.0,-9.34278275833779,3.1382959975100597,-8.77,-0.0,-0.0,0.0,9.286379087496705,-0.0,-0.0,0.0
135,0.0,-9.34278275833779,3.1382959975100597,-8.77,-0.0,-0.0,-2.7477399859145457,9.286379087496705,1.740042008432333,-0.0,0.0
136,-9.87,7.8,6.43,0.0,-6.63,-0.6,0.0,0.0,3.93,-7.6,-5.16
137,-5.46,4.38,-0.0,0.0,-0.0,6.92,-7.16,1.72,-0.0,-3.31,-6.14
138,-5.47,6.52,-1.67,-8.62,9.4,-1.66,-3.55,-2.66,-5.7,-6.53,-7.55
139,9.63,-5.26,-8.91,9.5,-7.3,9.5,0.0,0.0,-9.41,-2.02,-1.3
140,9.63,-5.26,-0.0,-8.35,-7.3,9.5,0.0,0.0,-9.41,-5.75,0.0
141,-4.3,-5.26,-0.0,-8.35,-7.3,5.96,0.0,0.0,4.68,-0.0,0.0
142,-9.05,-5.35,-5.32,0.0,-0.0,3.87,4.56,-4.78,-0.0,-0.46,-7.92
143,-5.47,6.52,-1.67,-1.52,-0.0,-0.0,1.84,-2.66,-5.7,-6.53,-7.55
144,0.0,-1.66,-0.0,-1.52,-0.0,-0.0,0.0,0.0,-5.7,-0.0,0.0
145,7.46,-0.0,-0.86,3.97,-0.0,-9.96,-7.81,-1.85,-7.62,-1.71,-3.82
146,8.43,-0.0,0.18,3.61,-0.0,-9.96,-3.28,-1.85,-7.19,-1.71,-4.2
147,-4.3,4.29,-0.0,0.0,-0.0,-0.0,0.0,0.0,4.68,-0.0,0.0
148,-2.55,-5.35,-0.53,0.0,-0.0,4.91,-1.08,-0.75,-0.0,-5.24,-7.92
149,8.43,-0.0,0.18,3.61,-0.0,-2.24,0.26,-1.85,-7.19,5.62,4.04
150,-2.55,8.14,-0.33,9.31,-4.94,6.43,0.66,2.77,-7.19,6.68,7.01
151,-0.72,-1.77,-4.68,0.0,-5.86,9.95,0.0,5.58,-0.0,-7.6,0.0
152,-2.55,8.14,-0.33,-7.56,-4.39,6.43,-4.97,2.77,-7.19,-3.48,7.01
153,8.43,-0.0,1.43,3.61,0.71,5.37,0.44,-4.46,2.19,-1.71,-3.46
154,-2.55,-0.0,-0.0,0.0,-0.0,6.92,0.0,1.72,-0.0,-5.24,0.0
155,-5.47,-5.7,3.74,-1.52,-6.52,-0.0,5.92,-5.06,-5.7,-4.27,-1.29
156,-9.87,-3.32,6.43,0.0,3.83,9.95,0.0,0.0,-0.0,-7.6,0.0
157,-2.55,-5.35,-0.53,-3.08,-0.0,4.91,7.06,-0.75,-0.0,2.87,-7.92
158,-9.87,0.47,6.43,0.0,-7.32,9.95,-7.75,0.0,0.96,-7.87,0.0
159,-0.72,-3.32,6.43,0.0,5.26,9.95,0.0,0.0,-0.0,-7.6,0.0
160,-9.05,-5.35,9.97,0.0,-0.0,4.91,-1.08,-0.75,-0.0,-0.46,-7.92
161,-2.55,-0.0,-0.0,2.61,-0.0,6.92,0.0,1.72,-0.0,-5.24,-2.61
162,7.46,-0.0,-5.52,3.97,3.23,-9.96,8.45,-4.89,-5.33,1.66,3.51
163,-2.55,-0.0,-2.81,3.61,-9.54,-9.96,-3.28,9.8,8.72,-5.24,-4.2
164,-2.55,-0.0,-0.33,3.61,-0.0,-9.96,-3.28,-1.85,-7.19,-5.24,-4.2
165,7.46,-0.0,-0.53,0.0,-0.0,4.91,-1.08,-0.75,-0.0,-1.71,-3.82
166,-2.55,-5.35,-0.86,3.97,-0.0,-9.96,-7.81,-1.85,-7.62,-5.24,-7.92
167,0.9302605147993432,6.52,-1.67,-8.62,-6.541490660568057,6.43,0.66,2.77,-5.7,-6.53,7.01
168,-2.55,8.14,-0.33,9.31,-4.94,-1.66,-3.55,-4.294593332735149,-7.19,6.68,-7.55
169,-2.55,-2.567563476933616,-0.0,9.31,-4.94,9.5,0.0,0.0,-7.19,-5.75,0.0
170,9.63,8.14,-0.33,-8.35,-7.3,-6.140085169262606,-3.55,-4.294593332735149,-9.41,6.68,-7.55
171,7.969869649887851,-0.0,0.18,3.61,-0.0,-2.24,0.26,-1.85,-7.19,-5.75,4.04
172,9.63,-5.26,-5.262205501685047,-8.35,-7.3,9.5,-5.783093360991942,0.0,-9.41,5.62,0.0
173,-6.770641122234473,-0.0,-0.0,3.61,-0.0,0.584321894057851,0.0,-1.85,-7.19,-0.0,4.04
174,-3.743073747429417,4.29,0.18,-8.206914859536628,-0.0,-0.0,0.26,0.0,4.68,5.62,0.0
175,-4.3,-5.26,-0.0,-8.35,-0.0,3.87,4.56,-4.78,4.68,-0.0,0.0
176,-9.05,-5.35,-5.32,0.0,-7.3,5.96,0.0,0.0,-0.0,-0.46,-7.92
177,-4.3,4.29,-0.0,0.0,-0.0,-0.0,0.0,0.0,3.93,-0.0,0.0
178,-4.465763142008427,7.8,6.43,-9.072766798558698,-6.63,-9.349780524685634,0.0,0.0,4.68,-7.6,7.781827175898012
179,-9.05,-5.35,-0.0,0.0,-0.0,-0.0,4.56,0.0,-0.0,8.593472717725884,-7.92
180,-4.3,4.29,-5.32,0.0,-0.0,3.87,7.2575797083338465,-4.78,4.68,-0.0,0.0
181,-5.46,-5.35,-5.32,0.0,-0.0,6.92,-7.16,1.72,-0.0,-6.4589856192149036,-7.92
182,-9.05,4.38,-0.0,-4.800860564430103,-7.3,5.96,0.0,-9.81757708207522,-0.0,-0.46,9.256092637230292
183,-5.47,6.52,-1.67,-1.52,-0.0,3.87,1.84,-2.66,-5.7,-6.53,-7.55
184,-9.05,-5.35,-5.32,0.0,-0.0,-0.0,4.56,-4.78,-0.0,-0.46,-7.92
185,-4.3,-5.26,-0.0,-8.35,-7.3,5.96,0.0,0.0,-0.0,-0.0,9.256092637230292
186,-9.05,4.38,-0.0,-4.800860564430103,-7.3,5.96,0.0,-9.81757708207522,4.68,-0.46,0.0
187,-9.87,7.042285057457018,-0.0,-2.698545818258207,-0.0,-0.0,0.0,-0.9033098579418812,3.93,-7.6,7.354310975012773
188,1.1318957331102357,4.29,6.43,0.0,-6.63,-0.6,0.0,0.0,4.68,-0.0,0.0
189,-9.05,-5.35,-5.32,0.0,-0.0,3.87,4.56,0.0,-0.0,8.593472717725884,-7.92
190,-9.05,-5.35,-0.0,0.0,-0.0,-0.0,4.56,-4.78,-4.533932609827183,-0.46,-7.92
191,-5.47,6.52,-1.67,-8.62,9.4,-1.66,0.26,7.6528016483489125,-5.7,-6.53,4.04
192,8.43,-0.0,0.18,3.61,-0.0,-2.24,-3.55,1.5565575450481166,-7.19,5.62,-7.55
193,-2.55,-5.35,-0.53,0.0,-0.0,-0.0,4.56,-0.75,-0.0,-0.46,-7.92
194,-9.05,-5.35,-5.32,0.0,-0.0,4.91,-1.08,-4.78,-0.0,-5.24,-7.92
195,-5.382148507826871,4.29,-0.0,9.31,-4.94,-0.0,0.0,0.0,-7.19,-0.0,0.0
196,1.5392140675340205,8.14,-0.33,0.0,-0.0,-1.66,-3.55,-4.294593332735149,3.93,6.68,-7.55
197,7.008329993701668,4.29,-0.0,-1.52,-0.0,-3.9014991323367454,-8.75151814769029,0.0,6.918031168480891,-0.0,0.0
198,-0.308684903997964,-1.66,-0.0,0.0,-0.0,-3.858939906827832,0.0,0.0,-5.7,-0.0,4.984522028058262
199,-2.55,8.14,-5.32,9.31,0.19059118939873088,-0.0,4.56,-4.78,-7.19,-0.46,-7.92
200,-9.05,-5.35,-0.33,0.0,-0.0,-1.66,-3.55,-4.294593332735149,-0.0,6.68,-7.55
201,-4.3,-1.66,-0.0,-1.52,-0.0,-0.0,0.0,0.0,3.93,-0.0,0.0
202,0.0,4.29,-0.0,0.0,-0.0,-0.0,0.0,0.0,-5.7,-0.0,0.0
203,-9.05,-5.35,-5.32,0.0,-0.0,3.87,4.56,0.0,3.93,-0.46,-7.92
204,-9.87,7.8,6.43,0.0,-6.63,-0.6,0.0,-4.78,-0.0,-7.6,-5.16
205,-2.55,8.14,-0.33,9.31,-4.94,-1.66,4.56,-4.294593332735149,-7.19,6.68,-7.55
206,-9.05,-5.35,-0.0,0.0,-0.0,-0.0,-3.55,-4.78,-4.533932609827183,-0.46,-7.92
207,-9.05,-0.0,-0.0,3.61,-0.0,-2.24,-8.799970901533662,-1.85,-7.19,8.593472717725884,4.04
208,8.43,-5.35,0.18,0.0,1.473510759356424,-2.186550644454641,0.26,0.0,-0.0,5.62,-7.92
209,0.0,-5.35,-0.0,0.0,-4.471180410919768,-0.0,4.56,0.0,-0.0,8.593472717725884,-7.92
210,-9.05,-1.66,0.7741028446964631,-1.52,-0.0,-0.0,0.0,0.0,-5.7,-0.0,0.0
211,-5.47,6.52,-5.32,-8.62,9.4,-0.0,4.56,-4.78,-5.7,-6.53,6.271064347981273
212,-9.05,-5.35,-1.67,0.0,-0.0,-1.66,-3.55,-2.66,-0.0,-0.46,-7.55
213,-2.55,8.14,-0.33,-0.916830770493636,-4.94,-1.66,-3.55,-2.66,-7.19,6.68,-7.55
214,-9.05,-5.35,-1.67,0.0,-0.0,-1.66,-3.55,-4.294593332735149,-0.0,-0.46,-7.55
215,-2.55,-5.35,-0.0,8.072701073737164,-4.94,-0.0,4.56,0.0,-0.0,8.593472717725884,-7.92
216,-9.05,8.14,-0.33,-9.55731780702453,-0.0,-1.66,-3.55,-2.66,-7.19,6.68,-7.55
217,-9.87,-5.35,6.43,0.0,-6.63,-0.0,4.56,0.0,-0.0,8.593472717725884,-5.16
218,0.0,7.8,-0.0,0.0,-4.471180410919768,-0.6,0.0,-4.78,-0.0,-7.6,-7.92
219,-5.47,6.52,-1.67,-1.52,-0.0,-0.0,1.84,-2.66,-8.187994343614779,-6.53,-7.55
220,-9.05,-1.66,0.7741028446964631,-1.52,-2.2211389690965095,-0.0,0.0,0.0,-5.7,-0.0,0.0
221,-6.509344308995912,7.8,-0.0,0.0,-0.0,-0.6,0.0,-4.78,-0.0,-7.6,-7.92
222,-4.3,4.29,-0.0,-3.283437461920606,-4.471180410919768,-0.0,0.0,0.0,4.68,-0.0,0.0
223,-2.55,8.14,-5.32,9.31,0.19059118939873088,-0.0,4.56,0.0,5.968261993213231,-0.46,-7.92
224,9.842903729798106,-5.35,-0.0,0.0,-4.471180410919768,-0.0,4.56,-4.78,-0.0,8.593472717725884,-7.92
225,-9.05,-5.35,-0.0,0.0,-4.471180410919768,-1.7719487400168017,4.56,-4.78,-0.0,8.593472717725884,-7.92
226,9.842903729798106,-5.35,-5.32,0.0,-0.0,7.614346663427767,4.56,-4.78,-0.0,-0.46,-7.92
227,-9.05,-5.35,-0.0,8.072701073737164,-0.0,-0.0,4.56,0.0,-0.0,8.593472717725884,-7.92
228,-2.55,-5.35,-0.0,0.0,-4.94,-0.0,4.56,-4.78,-4.533932609827183,-5.598802869934025,-7.92
229,-2.55,8.14,-5.32,9.31,0.19059118939873088,-0.0,0.0,0.0,-7.19,-0.46,-7.92
